prompt,prompt_len,target
Guillaume II de Thurey,22,39.0
William II of Baux,18,89.0
William IV of Mâcon,19,69.0
Guillaume Ier de Roquefeuil,27,55.0
Guillaume Malbecque,19,65.0
William Malet,13,70.0
William Pinchon,15,59.0
Guillaume Rollin,16,77.0
Guillaume Teste,15,76.0
"William IX, Dauphin of Auvergne",31,89.0
Guillaume Durand,16,80.0
Guillaume V du Bec Crespin,26,45.0
William d'Aubigny,17,58.0
Willem van Avesnes,18,42.0
Guillaume d'Estouteville Ier,28,60.0
Guillaume of Harcourt,21,54.0
Guillaume d'Ercuis,18,55.0
Guillaume d'Étienne,19,78.0
Guillaume de Beaumont-Gâtinais,30,54.0
Guillaume de Beaumont-au-Maine,30,63.0
"William de Bohun, 1st Earl of Northampton",41,48.0
Guillaume de Bournel,20,45.0
Guillaume de Bray,17,81.0
Guillaume de Chanac,19,63.0
Guillaume de Durfort,20,24.0
Guillaume de Flavacourt,23,56.0
Guillaume de Flavy,18,51.0
Guillaume de Garlande,21,40.0
Guillaume de Hamal,18,50.0
Guillaume de Hellande,21,12.0
Guillaume de La Forest,22,90.0
Guillaume de La Jugie,21,57.0
Guillaume de Laudun,19,82.0
Guillaume de Lestranges,23,39.0
Guillaume de Marseille,22,69.0
Guillaume de Montfort-sur-Risle,31,70.0
Guillaume Ragutel de Montfort,29,32.0
William of Pagula,17,42.0
William de Percy,16,40.0
Guillaume de Peyre,18,73.0
Guillaume de Poitiers,21,65.0
Guillaume de Rancé,18,28.0
Guillaume de Roquefeuil,23,55.0
Guillaume de Sars,17,68.0
William of Saliceto,19,67.0
Guillaume de Thieuville,23,68.0
Guillaume de Vergy,18,57.0
Guillaume de la Garde,21,49.0
Guillaume du Château,20,64.0
William I of Baux,17,42.0
Guillaume d’Auvillars,21,68.0
"William, Count of Perche",24,76.0
Guillaume van Duvoorde,22,63.0
Nicolaas II Hoen,16,68.0
Wulfhild of Norway,18,51.0
Guy III de Pontailler,21,63.0
Guy III of Saint-Pol,20,76.0
Guy IX de Laval,15,63.0
Guy Ier de Laval,16,82.0
Guy VIII de Laval,17,50.0
Guy VII de Laval,16,46.0
Guy XIII de Laval,17,29.0
Guy XI de Laval,15,32.0
Guy XII de Laval,16,85.0
Guy X de Laval,14,47.0
Gui d'Amiens,12,60.0
Guy of Ibelin,13,22.0
Guy de Cortone,14,60.0
"Guy de Beauchamp, 10th Earl of Warwick",38,43.0
Guy de La Panouse,17,21.0
Guy de Laval,12,54.0
Guy II of Mello,15,58.0
Guy de Montpellier,18,49.0
Guy de Pesteils,15,59.0
Guy de Poisieu,14,30.0
"Gerard III, Count of Rieneck",28,66.0
Gérard II d'Enghien,19,65.0
Gérard Mainard,14,78.0
Gérard d'Enghien-Havré,22,11.0
Gerard of Abbeville,19,47.0
"Gerard, Count of Boulogne",25,32.0
Gerard of Lunel,15,23.0
Gerald of Salles,16,70.0
Habib d'Édesse,14,15.0
Hans Von Waltheym,17,57.0
Harald Eiriksson,16,43.0
Harald Haakonsson,17,41.0
Harald Kesja,12,55.0
Haraldr Óláfsson,16,26.0
Hasan al-Rammah,15,95.0
Hatakeyama Shigetada,20,41.0
Hawise of Normandy,18,64.0
Hector de Galard de Brassac,27,60.0
"Hedwig of France, Countess of Mons",34,43.0
John Halgren of Abbeville,25,57.0
Knud Porse,10,80.0
Sigurd Ribbung,14,23.0
Pierre Desprès,14,81.0
Henri Bohic,11,80.0
Henri Debout,12,25.0
Heinrich Fleming,16,70.0
Henry I of Rodez,16,47.0
Henri I de Schweinfurt,22,93.0
"Heinrich, Count of Zutphen",26,16.0
Henryk Kietlicz,15,69.0
Juan Margarit i Pau,19,62.0
Basil Argyros,13,60.0
Henry Yevele,12,80.0
Henri de Dreux,14,44.0
Henri de Dreux,14,47.0
Henry of Marle,14,45.0
Henri de Sully,14,54.0
Henri de Sully,14,99.0
Henry le Despenser,18,65.0
Henry II Sinclair,17,45.0
"Henry de Hastings, 1st Baron Hastings",37,34.0
Leszek of Dobrzyń,17,12.0
Herbert of Bosham,17,74.0
Herbert of Derwentwater,23,87.0
Theotonius,10,80.0
Tiberius Julius Sauromates II,29,60.0
Harvey I of Léon,16,50.0
Ōe no Masafusa,14,70.0
Stephanos Sahlikis,18,73.0
Xu Xi,5,89.0
Pere Johan,10,55.0
Hodierne de Gometz,18,73.0
Manuel Mamikonian,17,36.0
Dirk I van Wassenaer,20,48.0
Hovhannès III d'Odzoun,22,40.0
Hrafn Önundarson,16,33.0
Hu Cai,6,47.0
Huang Jucai,11,60.0
Huang Shao,10,45.0
Huang Wan,9,51.0
"Isabella of Ibelin, Queen of Cyprus",35,30.0
Hugh de Roxburgh,16,98.0
Hugh of Evesham,15,86.0
"Hugh Bigod, 3rd Earl of Norfolk",31,43.0
Uc Brunet,9,33.0
Hugues III de Castelnau-Calmont,31,62.0
Hugues de Bouville,18,56.0
Hugues II d'Amboise,19,70.0
Hugues II d'Oisy,16,64.0
Hugues II de Bassigny,21,62.0
Hugues II de Bouville,21,64.0
Hugh II of Chalon-Arlay,23,54.0
Hugh II of Metz,15,28.0
"Hugh IV, count of Nordgau",25,78.0
Hugh IV of Rodez,16,62.0
Hugues Ier d'Amboise,20,74.0
Hugues I de Salins,18,61.0
Hugh I of Roucy,15,70.0
Hugues Libergier,16,34.0
Hugues Maumouzet,16,47.0
Hugues d'Ivry,13,61.0
Hugues III of Bar,17,43.0
Hugo of Bonnevaux,17,74.0
Hugues de Cavalcamp,19,39.0
Ugo di La Certa,15,86.0
Hugh de Grandmesnil,19,66.0
Hugues de Lusignan,18,50.0
Hugues de Montcornet,20,80.0
Hugues de Montrelais,20,69.0
Hugues de Morville,18,78.0
Hugues de Saulieu,17,65.0
Hugues de Saint-Martial,23,53.0
Hugues de Vergy,15,76.0
Hugues de la Roche,18,63.0
Humbert of Maroilles,20,28.0
Remigius de Fécamp,18,42.0
Hyacinth of Caesarea,20,12.0
Hywel ap Rhys,13,56.0
Hélie de Bourdeilles,20,61.0
Helie of Burgundy,17,61.0
Erberto d'Auxerre,17,45.0
Ibn al-Qasim,12,57.0
Mohammed ibn Rushayd,20,62.0
Ibn Masarra,11,48.0
Muhammed ibn Umail al-Tamimi,28,60.0
Ibn Wahb,8,69.0
Ibrahim Sultan,14,41.0
Ichijō Ietsune,14,45.0
Ichijō Tsunemichi,17,48.0
Ichijō Tsunetsugu,17,60.0
Ichijō Uchisane,15,28.0
Ichijō Uchitsune,16,34.0
Ida of Saxony,13,67.0
Pedro Madruga,13,56.0
Ignatios the Deacon,19,73.0
Imbert du Puy,13,68.0
Isaac de Cambrai,16,51.0
"Isabella, Countess of Fife",26,69.0
Isabelle Romée,14,81.0
Isabella of Ibelin,18,15.0
Isaia da Pisa,13,54.0
"Ithier I, Count of Rethel",25,56.0
Yvette of Huy,13,70.0
Iwo Odrowąż,11,69.0
Jacob Bellaert,14,79.0
Jacob ben Nissim,16,56.0
Jacoba of Settesoli,19,49.0
Jacques Dampierre,17,50.0
Jacques Despars,15,78.0
Jacques Durandi,15,59.0
Jacques Gélu,12,56.0
Jacques II de Bourbon-Preaux,28,38.0
Jacques d'Arc,13,60.0
Jacques d'Enghien,17,77.0
Jacques d'Espinay,17,59.0
Jacques de Bourbon-Preaux,25,71.0
Jacques de Créquy,17,65.0
James of Majorca,16,54.0
Jacques de Montmorency,22,44.0
Jacques de Montberon,20,72.0
Jacques de Rambures,19,60.0
James Mor Stewart,17,29.0
Jaume de Prades i de Foix,25,55.0
Jakob Engelin,13,44.0
Jan Storm,9,63.0
Juan de Luna y Pimentel,23,21.0
Jean-Fassi,10,58.0
Jean-Louis de Savoie,20,35.0
Jean Beaupère,13,82.0
Jean Beleth,11,84.0
John of Canterbury,18,84.0
Jean Berthout,13,54.0
Jean Canard,11,57.0
Jean Chartier,13,79.0
Jean Chaudrier,14,69.0
John Choumnos,13,49.0
John Chrysoloras,16,62.0
Jean Cossa,10,76.0
Jean Cœur,9,62.0
Jean Daillon,12,58.0
Jean Deschamps,14,77.0
John Doxopatres,15,99.0
Socrates of Achaea,18,29.0
Jean Fabri,10,70.0
Jean Flandrin,13,114.0
Jean Fusoris,12,71.0
Jean Gielemans,14,60.0
Jean Golein,11,78.0
John Grey,9,59.0
John Geometres,14,65.0
"John Holland, 2nd Duke of Exeter",32,52.0
Jean III de Bueil,17,55.0
Jean III de Craon,17,44.0
Jean II de Bueil,16,61.0
Jean II de Toulongeon,21,46.0
Jean II des Barres,18,74.0
Jean IV de Bouville,19,25.0
Jean IV de Mauquenchy,21,41.0
Jean I,6,91.0
John IX of Constantinople,25,84.0
Jean I Le Meingre,17,17.0
Jean Ier Michel,15,60.0
Jean Ier de Craon,17,69.0
Jean Ier de Courtenay-Champignelles,35,44.0
Jean Ier de Garencières,23,44.0
John I of Montaigu,18,33.0
Jean I de Montmorency,21,41.0
Jean Le Faë,11,43.0
Jean le Jeune,13,40.0
Jean Meeuwe,11,37.0
Eleanor of Normandy,19,61.0
Jean Pitard,11,79.0
Jan Radlica,11,42.0
Jean Roger de Beaufort,22,41.0
Jean Roussel,12,89.0
Tilpin,6,99.0
"John VIII, Count of Harcourt",28,28.0
Jean d'Anguerant,16,63.0
Jean d'Arbois,13,25.0
Jean d'Arcy,11,94.0
Jean d'Armagnac,15,58.0
Jean d'Arras,12,44.0
Jean d'Aulon,12,68.0
John of Enghien,15,30.0
"John, Count of Eu",17,40.0
John of Avranches,17,29.0
Jean d'Orbais,13,56.0
John of Bar,11,35.0
Jean de Blanot,14,50.0
Jean de Blauzac,15,29.0
Jean de Brie,12,31.0
Jean de Bruges,14,84.0
Jean de Cardaillac,18,77.0
Jean de Caraman,15,41.0
Jean de Carrouges,17,66.0
Jean de Castille,16,50.0
John of Charolais,17,33.0
Jean de Chastenay,17,41.0
Jean de Comines,15,78.0
John of Coutances,17,48.0
Jean de Grouchy,15,81.0
Jean de La Tour,15,49.0
Jean de Malestroit,18,68.0
Jean de Meulan,14,80.0
Jean de Montauban,17,54.0
John de Montmirail,18,52.0
Jean de Mortagne,16,29.0
John IV of Neufchatel,21,58.0
Jean de Nesle-Offémont,22,64.0
Jean de Rochechouart,20,97.0
Jean de Saint Albans,20,83.0
Jean de Saintré,15,48.0
John de Stratford,17,73.0
Jean de Terrevermeille,22,60.0
Jean de Thoisy,14,83.0
Jean de Trévilles,17,67.0
John of the Grating,19,70.0
Jean d’Estampes,15,60.0
Jean le Long,12,68.0
Jeanne Dupuis,13,70.0
"Joan Holland, Duchess of Brittany",33,34.0
Jeanne Ire d'Albret,19,30.0
"Joana, delfina d'Alvèrnia",25,22.0
Jeanne de Divion,16,38.0
Jeanne de Forez,15,32.0
Joan of Valois,14,20.0
Jeanne of Montfort,18,50.0
Jehan Bretel,12,62.0
Consort Wu,10,38.0
King Xie of Zhou,16,40.0
Li Song,7,74.0
Qutb ud din Mubarak Shah,24,21.0
Lope Díaz II de Haro,20,66.0
Abu Hafs Umar al-Suhrawardi,27,89.0
Teitur Ísleifsson,17,65.0
John D'Abrichecourt,19,68.0
Malik Kafur,11,66.0
Guifeng Zongmi,14,61.0
John II Stanley of the Isle of Man,34,46.0
John I Stanley of the Isle of Man,33,64.0
"Margaret of Huntingdon, Duchess of Brittany",43,56.0
John Stewart of Darnley,23,49.0
Jordi d'Ornós,13,72.0
Joseph Bryennios,16,80.0
Joseph Tarchaneiotes,20,73.0
Josephus Philosophus,20,50.0
Joseph ibn Naghrela,19,31.0
Jordan IV of L'Isle-Jourdain,28,68.0
Jordan Fantosme,15,73.0
"Amadeus, Count of Neufchâtel",28,35.0
João Afonso de Albuquerque,26,49.0
João Alfonso Esteves,20,75.0
Juana de Lara,13,24.0
"Bertha, duchess of Lorraine",27,72.0
Julián Lobera y Valtierra,25,35.0
Julianus Pomerius,17,50.0
Just of Lyon,12,89.0
Justine Bezzoli,15,59.0
Kale Kyetaungnyo,16,41.0
Dirk II van Wassenaer,21,80.0
"Beatrice of Savoy, Lady of Villena",34,42.0
Dawud al-Zahiri,15,68.0
Margaret of Limbourg,20,37.0
Knut Haakonsson,15,53.0
Konoe Iezane,12,64.0
Konoe Kanetsune,15,49.0
Dirk III van Wassenaer,22,66.0
Władysław of Dobrzyń,20,48.0
Lambert le Bègue,16,46.0
Lamberto II da Polenta,22,97.0
Larissa,7,75.0
Ermengarde-Gerberga of Anjou,28,40.0
"Leszek, Duke of Masovia",23,24.0
Galvano Fiamma,14,61.0
Aisha Al-Manoubya,17,68.0
Leonardo Dellaporta,19,89.0
Guy I of Dampierre,18,46.0
Rudolf II di Coevorden,22,38.0
Huaisu,6,62.0
Jiang Yan,9,61.0
Li Sheng,8,66.0
Li Yi,5,79.0
Sun Guoting,11,45.0
Liu Rong,8,17.0
Farid-ud-din Ganj Shakar,24,87.0
Liu Yiqing,10,41.0
Saint Lie,9,83.0
Lorenzo de Monacis,18,77.0
Louis Badat,11,95.0
"Louis III, Count of Blois",25,26.0
Louis II of Chalon-Arlay,24,73.0
Louis II de Sancerre,20,41.0
Louis Ier Chabot,16,52.0
Louis Ier de Beaumont-Bressuire,31,33.0
Louis I de Rohan-Guéméné,24,7.0
Louis I de Sancerre,19,60.0
"Louis of Anjou, Marquis of Pont-à-Mousson",41,18.0
Louis d'Harcourt,16,40.0
Louis d'Orléans,15,47.0
Louis Beauvau,13,53.0
Louis de Culant,15,84.0
Louis of France,15,12.0
Louis de Villars,16,40.0
Luc de la Barre,15,24.0
Lucido Conti,12,49.0
Luciana di Segni,16,51.0
Ludovico di Capua,17,69.0
Luis Gonçalves de Amaral,24,63.0
Yu Liang,8,51.0
Zhai Liao,9,41.0
Grand Empress Dowager Shangguan,31,52.0
"Agnes of Bohemia, Duchess of Jawor",34,32.0
Sima Jiong,10,52.0
Yang Yichen,11,71.0
Hồ Hán Thương,13,71.0
Ruan Xian,9,71.0
Leo Choirosphaktes,18,69.0
Leo Kalothetos,14,48.0
Antonio II Acciaioli,20,91.0
Leo of Chalcedon,16,50.0
Leontios Machairas,18,70.0
Léonce d'Arles,14,34.0
Leontius of Jerusalem,21,44.0
Zhai Zhao,9,43.0
Huan Chong,10,56.0
Sima Liang,10,58.0
Cen Can,7,55.0
Wang Fan,8,38.0
Kou Zhun,8,62.0
Di Qing,7,49.0
Dong Xian,9,22.0
Wang Dao,8,63.0
Sima Yu,7,22.0
Yuan Xun,8,14.0
Murong Lin,10,48.0
Yuan Xie,8,35.0
Sima Wei,8,20.0
Qin Mi,6,76.0
Yuan Lang,9,19.0
Sima Daozi,10,39.0
Yuan Ye,7,23.0
Xu Xianzhi,10,62.0
Sima Ai,7,27.0
Xie Hui,7,36.0
Empress Dowager Feng,20,48.0
Magnus,6,58.0
"Magnus II, Earl of Orkney",25,64.0
Zu Ti,5,55.0
Xue Ying,8,32.0
Xia Yuanji,10,64.0
"Malise V, Earl of Strathearn",28,57.0
Manuel Komnenos,15,31.0
Manuel Holobolos,16,65.0
Mar Awgin,9,62.0
Mohammad Abu Abdallah Ben Hudhail al Sahuir,43,68.0
Marcellinus of Gaul,19,74.0
Marco Condulmer,15,55.0
Marco della Robbia,18,63.0
Marco di Bartolomeo Rustici,27,65.0
Marguerite de Bourgogne,23,64.0
Margaret of Burgundy,20,46.0
Marguerite d'Oingt,18,70.0
Margaret of Clisson,19,69.0
"Margaret of Bourbon, Lady of Albret",35,72.0
Margherita of Savoy,19,58.0
Marguerite de Metola,20,33.0
Marguerite de Sablé,19,59.0
Margherita del Balzo,20,75.0
María Díaz II de Haro,21,28.0
Michael Asen IV of Bulgaria,27,33.0
"Marie Chamaillart, Viscountess of Beaumont-au-Maine",51,80.0
Marie Comnène,13,33.0
Marie Robine,12,49.0
Marie de Bourbon-Dampierre,26,54.0
Marie of Burgundy,17,38.0
Mary of Chatillon,17,40.0
Marie de France,15,1.0
Maria of Guelders,17,76.0
Marie de Montmirail,19,80.0
Marie de Mortagne,17,63.0
Martin Gouge,12,74.0
Martin of Vertou,16,74.0
Muhammad ibn Mahmud Amuli,25,52.0
Blasco de Grañén,16,59.0
George Metochites,17,78.0
"Martha, Viscountess of Marsan",29,40.0
Matthew of Albano,17,55.0
Elias of Jerusalem,18,68.0
Mathieu de Foix-Comminges,25,68.0
Mathieu de Trie,15,94.0
"Matilda, Countess of Rethel",27,60.0
Matilda of Saxony,17,66.0
Matteo Frescobaldi,18,51.0
Matteo Gattaponi,16,83.0
Matteo di Ser Cambio,20,73.0
Matteo di Cione,15,50.0
Mauritius of Apameia,20,55.0
Gjergj Arianiti,15,78.0
Peter Losha,11,24.0
Gregory Kamonas,15,51.0
Mastro Adamo,12,31.0
"Bernard I, Count of Besalú",26,20.0
Ali ibn Yahya al-Armani,23,13.0
Melania the Elder,17,85.0
Khalid ibn Barmak,17,77.0
Marina Fernández de Córdoba,27,37.0
Maria of Portugal,17,40.0
Michael Choumnos,16,33.0
Pope Michael IV of Alexandria,29,52.0
Michael Lachanodrakon,21,91.0
Michel Étienne,14,87.0
Eskil Magnusson,15,52.0
Mieszko the Younger,19,33.0
"Miles of Gloucester, 1st Earl of Hereford",41,43.0
Miles de Noyers,15,79.0
Miles de Cogan,14,32.0
Milon,5,54.0
Milon of Tarentum,17,50.0
Mirian of Kakheti,17,40.0
Mladen III Šubić of Bribir,26,33.0
Bernard de Sedirac,18,78.0
Álvaro Pires de Castro,22,74.0
Llywarch ap Llywelyn,20,70.0
Chen Ji,7,70.0
Ermengarde of Nevers,20,27.0
Pedro Tenorio,13,71.0
Moses of Bergamo,16,50.0
Fernando Perez de Traba,23,65.0
Pedro Froilaz de Traba,22,51.0
Pedro Fernández de Castro,25,52.0
Mohammed Shah I,15,17.0
Muhammad Juki,13,43.0
Muhammad ibn Ahmad al-Khwarizmi,31,88.0
Mustafa Darir,13,50.0
Peter of Aquila,15,61.0
Landulf VI of Benevento,23,27.0
Gwgon ap Meurig,15,64.0
Bleddyn Fardd,13,26.0
Dafydd Benfras,14,30.0
Pope Cyril II of Alexandria,27,42.0
Kumagai Naozane,15,66.0
Naré Maghann Konaté,19,77.0
Nicholas II Sanudo,18,24.0
Niccolò Brancaccio,18,77.0
Niccolò Caracciolo Moschino,27,39.0
Niccolò dei Conti di Segni,26,89.0
Niccolò de Chiaramonte,22,87.0
Niccolò Spinelli,16,81.0
Nicolas Bonet,13,80.0
Nicolas Caignet de Fréauville,29,73.0
Nicolas Coqueret,16,58.0
Nicolas Famigot,15,29.0
Nicolas Le Vitrier,18,113.0
Nikolaos Mesarites,18,53.0
Nicolas Roger,13,47.0
Nicolas Roger de Beaufort,25,75.0
Nicolas de Baye,15,55.0
Nicolas de Hanapes,18,66.0
Nicholas of Gorran,18,63.0
Nicolas de La Jugie,19,61.0
Nicolas of Normandy,19,66.0
Nicholas of Poland,18,81.0
Nicolas le Studite,18,75.0
Nicolas de Nonancour,20,49.0
Nikephoros Diogenes,19,24.0
Nicephorus II of Constantinople,31,61.0
Nijō Kanemoto,13,66.0
Nijō Mitsumoto,14,27.0
Nijō Michihira,14,47.0
Nijō Morotada,13,87.0
Nijō Morotsugu,14,44.0
Nijō Moroyoshi,14,37.0
Nijō Motonori,13,55.0
Nijō Yoshizane,14,54.0
Nitta Yoshimune,15,33.0
Nitta Yoshiaki,14,20.0
Obizzo da Polenta,17,81.0
Odon de Châtillon,17,51.0
Olaf the Black,14,64.0
Olivier II de Rohan,19,55.0
Olivier I de Rohan,18,37.0
Olivier de Mauny,16,85.0
Oliver Sutton,13,80.0
Astrid Olofsdotter,18,35.0
Orkhan,6,41.0
Othon III de Grandson,21,57.0
Snorri Goði,11,68.0
Otto Canella,12,73.0
Ursus of Auxerre,16,58.0
Zhuo Wenjun,11,54.0
"Ingeborg of Denmark, Duchess of Mecklenburg",43,23.0
Pandolfo da Polenta,19,97.0
Ragna Nikolasdatter,19,60.0
Matteo di Andrea de' Pasti,26,53.0
Zuo Fen,7,45.0
Cui Rong,8,53.0
Empress Li,10,44.0
Zhao Boju,9,62.0
Paulus,6,64.0
Pang Xun,8,68.0
Shangguan Jie,13,70.0
Pedro Gómez Barroso,19,78.0
Pedro Sarmiento,15,89.0
"Christopher, Duke of Lolland",28,22.0
Chen Tao,8,58.0
Petrus Pictor,13,50.0
Philip II of Piedmont,21,28.0
Philipp von Ibelin,18,65.0
Philip,6,24.0
Philippe de Culant,18,41.0
Philip of Majorca,17,54.0
Philippe de Marigny,19,66.0
Liang Hongyu,12,33.0
Philippe de Thurey,18,65.0
Philip de la Vache,18,60.0
Consort Xiao,12,54.0
Simon of Tournai,16,71.0
Pierre-Yves de Claudel,22,25.0
Pierre Amiehl de Brénac,23,80.0
Pierre Arnaud,13,56.0
Pierre Bertrand,15,69.0
Pierre Bertrand de Colombier,28,62.0
Pierre Blavi,12,59.0
Pierre Duèze,12,76.0
Tore fra Bjarkøy,16,55.0
Pietro Farnese,14,65.0
Pietro Farnese,14,53.0
Pierre Flandrin,15,80.0
Pierre Gauvain,14,85.0
Pierre Girard,13,65.0
Pierre III de Gruyère,21,63.0
Peter of Callinicum,19,90.0
Pierre II de Brézé,18,55.0
Pierre II de Grailly,20,71.0
Pierre II de Gruyère,20,80.0
Peter 2nd Bishop of Nice,24,68.0
Pierre II de Villiers,21,34.0
Pierre II de la Chapelle,24,70.0
Pierre Ier de Craon,19,61.0
Pierre Ier de Gruyère,21,47.0
Pierre de Cros,14,60.0
Pierre Le Roy,13,60.0
Pierre Michault,15,66.0
Pierre Perrat,13,60.0
Pierre Ravat,12,67.0
Pierre Rossignon,16,67.0
Pierre d'Aigrefeuille,21,21.0
Peter of Aigueblanche,21,18.0
Pierre d'Arc,12,61.0
Peter of Enghien,16,34.0
Pierre d'Estaing,16,57.0
Pierre de Bagnac,16,39.0
Pierre de Beauveau,18,55.0
Pierre de Belleperche,21,78.0
Pierre de Bréban,16,48.0
Pierre de Béarn,15,76.0
Pierre de Canillac,18,11.0
Pierre de Castelnau-Bretenoux,29,35.0
Peter of Canterbury,19,99.0
"Pierre de Capoue, le mineur",27,62.0
Pierre de Charny,16,24.0
Pierre de Colmieu,17,53.0
Pierre de Cuignières,20,95.0
Pierre de Craon,15,64.0
Pierre de Faucigny,18,92.0
Pierre de Fontaines,19,59.0
Pierre de Fécamp,16,96.0
Pierre de Giac,14,47.0
Pierre de La Châtre,19,71.0
Pierre de La Forest,19,56.0
Pierre de La Jugie,18,55.0
Pierre de Latilly,17,78.0
Pierre de Nantes,16,13.0
Pierre de Nesson,16,17.0
Peter of Poitiers,17,75.0
Peter of Poitiers,17,81.0
Peter de Preaux,15,12.0
Pierre de Saluces,17,62.0
Pierre de Savoie,16,82.0
Peter of Tarentaise,19,72.0
Peter of Toledo,15,64.0
Pierre de l'Hôpital,19,94.0
Pierre de la Vergne,19,53.0
Pierre des Essarts,18,63.0
Pierre le Bègue de Villaines,28,76.0
Pietro,6,72.0
Pietro Campano,14,47.0
Pietro Diana,12,68.0
Pietro Doria,12,30.0
Pietro Giampaolo Orsini,23,93.0
Pietro Gherardesca,18,64.0
Pietro I da Polenta,19,54.0
Pietro I Ruffo di Calabria,26,69.0
Pietro Morosini,15,74.0
Pietro Orsini,13,63.0
Pietro Papareschi,17,96.0
Pietro Sasso,12,19.0
Pietro Ruffo,12,40.0
Pietro d'Argellata,18,73.0
Pietro da Moglio,16,70.0
Pietro di Domenico da Montepulciano,35,21.0
Pietro di Giovanni Tedesco,26,16.0
Pietro di Morra,15,56.0
Pir Muhammad,12,33.0
Martin of Leon,14,73.0
"John de Vere, 7th Earl of Oxford",32,48.0
"Thomas de Vere, 8th Earl of Oxford",34,34.0
Hans Kruckow,12,35.0
"John I, Count of Auxerre",24,66.0
Gil de Casaio,13,80.0
Pedro de Mezonzo,16,73.0
João Garcia de Guilhade,23,20.0
Llywelyn ap Gruffydd Fychan,27,60.0
Rhys Gryg,9,74.0
Maelgwn ap Rhys,15,60.0
Abdulreman ibn Khalid,21,51.0
William ap Thomas,17,46.0
Elystan Glodrydd,16,45.0
Leo II Mung,11,70.0
John of Debar,13,37.0
Edmund Mortimer,15,35.0
William de Braose,17,33.0
Edwin ab Einion,15,68.0
Rhys ap Maredudd,16,42.0
"William de Ferrers, 5th Earl of Derby",37,61.0
Proculus of Pozzuoli,20,55.0
"Henry III, Count of Gorizia",27,60.0
Bartholomew of Lucca,20,87.0
Anthony of Tagrit,17,99.0
Arduinus of Ceprano,19,26.0
Constantius of Capri,20,99.0
Davide,6,95.0
Quentin Ménard,14,80.0
Radegonde de France,19,17.0
"Walter II, Lord of Egmond",25,38.0
Ramon Bosc,10,65.0
Raoul III of Tosny,18,76.0
Raoul Roussel,13,63.0
Raimondo II di Baux,19,57.0
Raymond Pelet,13,45.0
Renaud II de Forez,18,76.0
Renaud De Carteret I,20,51.0
Renaud I de Craon,17,41.0
Liutgarde,9,21.0
"Richardis of Schwerin, Duchess of Schleswig",43,83.0
Riccardo Petroni,16,64.0
Riccardo di Montecassino,24,62.0
Richard Brinkley,16,49.0
Richard FitzRoy,15,56.0
Richard III of Gaeta,20,90.0
Richard Turstin,15,113.0
Riccardo di Lauria,18,65.0
Richard de Saint-Léger,22,86.0
Richard de Saint-Vanne,22,76.0
Richard de Sentilly,19,70.0
Richard de la Vache,19,16.0
Richard FitzNeal,16,68.0
Richard le Scrope (cleric),26,55.0
Ridolfo Colonna,15,50.0
Rinaldo Piscicello,18,42.0
Maria Haraldsdotter,19,21.0
Edward le Despenser,19,32.0
Basil of Seleucia,17,33.0
Robert FitzWimarc,17,55.0
Robert I de Beu,15,49.0
Robert Knowles,14,90.0
Robert le Coq,13,63.0
Robert le Maçon,15,78.0
Robert Pullen,13,66.0
Robert Tresilian,16,87.0
Robert VIII Bertrand de Bricquebec,34,75.0
Robert de Baudricourt,21,54.0
Robert de Bracquemont,21,79.0
Robert of Châtillon,19,60.0
Robert de Courtenay-Champignelles,33,73.0
Robert de Courtenay,19,55.0
"Robert de Ferrers, 6th Earl of Derby",36,40.0
Robert de Genève,16,37.0
Robert de Ho,12,70.0
Robert of Caserta,17,33.0
Robert de Lorris,16,30.0
Robert of Melun,15,67.0
Robert,6,17.0
Robert de Neubourg,18,59.0
Robert of Durazzo,17,30.0
Robert du Bosc,14,58.0
Roberto Alidosi,15,12.0
"Alice Comyn, Countess of Buchan",31,60.0
"Aimery I, Viscount of Châtellerault",35,74.0
Rodolfo degli Armanni della Staffa,34,90.0
Rodrigo de Villandrando,23,71.0
Roger Bernard III,17,40.0
"Roger Bigod, 2nd Earl of Norfolk",32,78.0
"Roger Fitzmiles, 2nd Earl of Hereford",37,55.0
Ruggero Sclavo,14,76.0
Sir John Grey of Groby,22,29.0
"Aubrey de Vere, 1st Earl of Oxford",34,84.0
Romanus of Rouen,16,55.0
"John de Vere, 12th Earl of Oxford",33,54.0
Rothilde,8,57.0
Gerberga of Burgundy,20,51.0
Jelena Nelipčić,15,47.0
Pang Ji,7,75.0
Reginald of Piperno,19,60.0
Matilda of Flanders,19,40.0
Abd al-Qahir al-Jurjani,23,77.0
Blanche of Anjou,16,19.0
Salih ben Sharif al-Rundi,25,81.0
Congar,6,50.0
Magloire,8,40.0
Jan Appelmans,13,59.0
Sasaki Takatsuna,16,54.0
Sabinian of Troyes,18,25.0
Wasil ibn Ata,13,48.0
Christina of Norway,19,23.0
Kolbeinn Tumason,16,35.0
Hoskuld Dala-Kollsson,21,62.0
Skapti Þóroddsson,17,35.0
Bersi Skáldtorfuson,19,45.0
Sighvatr Sturluson,18,68.0
Olaf the Peacock,16,68.0
Bolli Þorleiksson,17,37.0
Loftur Sæmundsson,17,48.0
Skarphéðinn Njálsson,20,46.0
Ralph d'Escures,15,54.0
Sidi Ali Ben Ziyad,18,49.0
Sidi Ben Arous,14,60.0
"Simon IV, Count of Saarbrücken",30,61.0
